anime_index,related_anime_indices,related_anime_title
87,86|87,Jing: King of Bandits | Jing: King of Bandits - Seventh Heaven
88,88|2018|2025,Burst Angel |  | 
89,89,
90,90,Corrector Yui
91,91|251|650|700|869|1580|1708,The Cosmopolitan Prayers | Love♥Love? |  |  |  | 
92,92,Stellvia of the Universe
93,93,Cromartie High School
94,94|95|96|97, | El-Hazard: The Wanderers |  | 
95,94|95|96|97, | El-Hazard: The Wanderers |  | 
96,94|95|96|97, | El-Hazard: The Wanderers |  | 
97,94|95|96|97, | El-Hazard: The Wanderers |  | 
98,98,
99,99,Fruits Basket
100,100|403|619|823,Fullmetal Alchemist | Fullmetal Alchemist: The Movie - Conqueror of Shamballa |  | Fullmetal Alchemist: Premium OVA Collection
101,101|1818,Searching for the Full Moon | 
102,102|103|356|357,Mysterious Play | Mysterious Play: Eikoden | Mysterious Play OVA | Mysterious Play OVA 2
103,102|103|356|357,Mysterious Play | Mysterious Play: Eikoden | Mysterious Play OVA | Mysterious Play OVA 2
104,104,Twin Love
105,105,
106,106|107, | 
107,106|107, | 
108,108|109|110|454|1962|2888|3665|5638|12047,Saiyuki | Saiyuki Reload | Saiyuki Gunlock | Saiyuki: Requiem |  | Saiyuki Interactive
109,108|109|110|454|1962|2888|3665|5638|12047,Saiyuki | Saiyuki Reload | Saiyuki Gunlock | Saiyuki: Requiem |  | Saiyuki Interactive
110,108|109|110|454|1962|2888|3665|5638|12047,Saiyuki | Saiyuki Reload | Saiyuki Gunlock | Saiyuki: Requiem |  | Saiyuki Interactive
111,111,Getbackers
112,112|609|1527,Green Green |  | 
113,113|2900|3812,Gunslinger Girl | Gunslinger Girl: Il Teatrino OVA
114,114|603|2139,Hikaru no Go |  | 
115,115|116|117|118|6105,Hunter x Hunter |  |  | 
116,115|116|117|118|6105,Hunter x Hunter |  |  | 
117,115|116|117|118|6105,Hunter x Hunter |  |  | 
118,115|116|117|118|6105,Hunter x Hunter |  |  | 
119,119|765,Jinki: Extend | Jinki: Extend
120,120,
121,121|1647,Destiny of the Shrine Maiden | Shattered Angels
122,122|649, | 
123,123,His and Her Circumstances
124,124,This Ugly Yet Beautiful World
125,125|257|1692|5661,Rumbling Hearts |  |  | 
126,126|5068|7943,Diamond Daydreams
127,127|2782,Loveless | 
128,128|6239|6321,Blood+
129,129|13934,
130,130|2846,
131,131,The Twelve Kingdoms
132,132|3336,Shaman King | 
133,133|2513,X - The Movie | 
134,134|558|948,X | X: An Omen
135,135|1403|1470|1571|3402|3544|4433|4911|6306|11925|12445,Negima! | Negima!? Magister Negi Magi |  |  |  | 
136,136|416|1569|2698|3060|3061|3258|4547,Maria Watches Over Us | Maria Watches Over Us: Printemps | Maria Watches Over Us 3rd | Keep it a Secret from Maria-sama | Maria Watches Over Us | Maria Watches Over Us: Printemps | Maria Watches Over Us Season 4 | Keep it a Secret from Maria-sama
137,137,The Melody of Oblivion
138,138,"Now and Then, Here and There"
139,139|5835|11781,Peace Maker Kurogane | Peace Maker Kurogane: Festival of Gion
140,140,
141,141,
142,142,Princess Mononoke
143,143|524|4070,RahXephon |  | 
144,144,Samurai 7
145,145,Scrapped Princess
146,146|6293|6720,s-CRY-ed | 
147,147,Lunar Legend Tsukihime
148,148|1603|1697|2291|2292,Slam Dunk |  |  | 
149,149,
150,150,
151,151|420|695,Tenjho Tenge | Tenjho Tenge: The Ultimate Fight | TenjhoTenge: The Past Chapter
152,152,Tokyo Underground
153,153|3857|6694, | 
154,154|729|874,Tsubasa RESERVoir CHRoNiCLE | Tsubasa RESERVoir CHRoNiCLE The Movie: The Princess in the Birdcage Kingdom | Tsubasa RESERVoir CHRoNiCLE Season Two
155,155,Ultramaniac - Magical Girl
156,156,
157,157|158|1011|1012,Vandread |  |  | 
158,157|158|1011|1012,Vandread |  |  | 
159,159,The Vision of Escaflowne
160,160,
161,161,
162,8|162|163|164|742|743|3389|4035|6823|7222|8120|8710|9904|10757, | Initial D First Stage | Initial D Second Stage |  |  |  |  |  | Initial D Legend 1 Awakening |  | Initial D Legend 2 Racer | 
163,8|162|163|164|742|743|3389|4035|6823|7222|8120|8710|9904|10757, | Initial D First Stage | Initial D Second Stage |  |  |  |  |  | Initial D Legend 1 Awakening |  | Initial D Legend 2 Racer | 
164,8|162|163|164|742|743|3389|4035|6823|7222|8120|8710|9904|10757, | Initial D First Stage | Initial D Second Stage |  |  |  |  |  | Initial D Legend 1 Awakening |  | Initial D Legend 2 Racer | 
165,165|3720,Masquerade | 
166,166|167|168|169|868|2907,Love Hina | Love Hina Again | Love Hina Christmas Movie | Love Hina Spring Movie | Love Hina: Motoko's Choice Between Love or Swords: Don't cry! | Love Hina Final Selection
167,166|167|168|169|868|2907,Love Hina | Love Hina Again | Love Hina Christmas Movie | Love Hina Spring Movie | Love Hina: Motoko's Choice Between Love or Swords: Don't cry! | Love Hina Final Selection
168,166|167|168|169|868|2907,Love Hina | Love Hina Again | Love Hina Christmas Movie | Love Hina Spring Movie | Love Hina: Motoko's Choice Between Love or Swords: Don't cry! | Love Hina Final Selection
169,166|167|168|169|868|2907,Love Hina | Love Hina Again | Love Hina Christmas Movie | Love Hina Spring Movie | Love Hina: Motoko's Choice Between Love or Swords: Don't cry! | Love Hina Final Selection
170,170,Maburaho
171,171|445|988|989|1152|1266|1267|1268|1269|1366|3142|3998|3999|4510|7243|9699,Macross Zero |  | Macross |  |  |  |  |  | Macross 7: The Galaxy is Calling Me |  |  |  | 
172,172|173|415|491|5026|7175,Please Twins |  | 
173,172|173|415|491|5026|7175,Please Twins |  | 
174,174,
175,175,Speed Grapher
176,176,Spirited Away
177,177|7140,Cheeky Angel
178,178,
179,179|928,Wolf's Rain | Wolf's Rain OVA
180,180|2000, | 
181,181,
182,182,Samurai Champloo
183,183|2618,Record of Lodoss War: Chronicles of the Heroic Knight | Welcome to Lodoss Island!
184,184,Record of Lodoss War
185,185|186,R.O.D - Read or Die | R.O.D -The TV-
186,185|186,R.O.D - Read or Die | R.O.D -The TV-
187,187|391|720|912|913|915|916|4158|4715|6399|6402|6403|6404|6405,"Ranma ½ | Ranma ½: Big Trouble in Nekonron, China | Ranma ½ OVA |  | Ranma ½: Team Ranma vs. The Legendary Phoenix |  |  | Ranma 1/2: Hot Song Contest |  | Ranma ½: Best Memories"
188,188,
189,189|1183|1184|1185, |  |  | Project A-ko: Love & Robots
190,190|191|192|193,Welcome to Pia Carrot | Welcome To Pia Carrot 2 |  | Welcome to Pia Carrot! Sayaka's Love Story
191,190|191|192|193,Welcome to Pia Carrot | Welcome To Pia Carrot 2 |  | Welcome to Pia Carrot! Sayaka's Love Story
192,192|193, | Welcome to Pia Carrot! Sayaka's Love Story
193,192|193, | Welcome to Pia Carrot! Sayaka's Love Story
194,194|3185,New Angel | 
195,195|196|1887,Martian Successor Nadesico | Martian Successor Nadesico: The Prince of Darkness | Gekiganger 3
196,195|196|1887,Martian Successor Nadesico | Martian Successor Nadesico: The Prince of Darkness | Gekiganger 3
197,197,Mystery of the Necronomicon
198,198|199, | 
199,198|199, | 
200,200|201|734|809|810|811|812|813|814|815|816|817|818|819|820|821|889|890|891|892|2309|3988|4428|4716|6036|6534|6722|7196|8775|8786|9338|10638|12195|13917,"Dragon Ball | Dragon Ball GT | Dragon Ball Z | Dragon Ball Z Movie 02: The World's Strongest | Dragon Ball Z Movie 03: The Tree of Might | Dragon Ball Z Movie 04: Lord Slug | Dragon Ball Z Movie 05: Cooler's Revenge | Dragon Ball Z Movie 06: The Return of Cooler | Dragon Ball Z Movie 07: Super Android 13 | Dragon Ball Z Movie 08: Broly - The Legendary Super Saiyan | Dragon Ball Z Movie 09: Bojack Unbound | Dragon Ball Z Movie 10: Broly - Second Coming | Dragon Ball Z Movie 11: Bio-Broly | Dragon Ball Z Movie 12: Fusion Reborn | Dragon Ball Z Movie 13: Wrath of the Dragon |  | Dragon Ball Z Special 2: The History of Trunks | Dragon Ball Z Special 1: Bardock, The Father of Goku | Dragon Ball GT: A Hero's Legacy | Dragon Ball Specials | Dragon Ball Z Kai: The Final Chapters | Dragon Ball Z: Resurrection 'F' | Dragon Ball Super | "
201,200|201|734|809|810|811|812|813|814|815|816|817|818|819|820|821|889|890|891|892|2309|3988|4428|4716|6036|6534|6722|7196|8775|8786|9338|10638|12195|13917,"Dragon Ball | Dragon Ball GT | Dragon Ball Z | Dragon Ball Z Movie 02: The World's Strongest | Dragon Ball Z Movie 03: The Tree of Might | Dragon Ball Z Movie 04: Lord Slug | Dragon Ball Z Movie 05: Cooler's Revenge | Dragon Ball Z Movie 06: The Return of Cooler | Dragon Ball Z Movie 07: Super Android 13 | Dragon Ball Z Movie 08: Broly - The Legendary Super Saiyan | Dragon Ball Z Movie 09: Bojack Unbound | Dragon Ball Z Movie 10: Broly - Second Coming | Dragon Ball Z Movie 11: Bio-Broly | Dragon Ball Z Movie 12: Fusion Reborn | Dragon Ball Z Movie 13: Wrath of the Dragon |  | Dragon Ball Z Special 2: The History of Trunks | Dragon Ball Z Special 1: Bardock, The Father of Goku | Dragon Ball GT: A Hero's Legacy | Dragon Ball Specials | Dragon Ball Z Kai: The Final Chapters | Dragon Ball Z: Resurrection 'F' | Dragon Ball Super | "
202,202|352,Elfen Lied | Elfen Lied: In the Passing Rain
203,203|11674|13271,FLCL | 
204,204|1450|3240|12740,Hell Girl | Hell Girl: Two Mirrors
205,205,Ninja Nonsense
206,206,Air Master
207,207,Shrine of the Morning Mist
208,208|347|348|978|2223|11876|12990|14210,Cardcaptor Sakura | Cardcaptor Sakura The Movie | Card Captor Sakura Movie 2: The Sealed Card |  | 
209,209,
210,210,
211,211|709|710|711|1232|1233|1234|1235|1236|1237|1238|1367|1368|1988|2138|2302|2303|2304|2305|2385|3646|4103|4142|4213|4465|4503|4521|4597|4607|4967|4968|4969|5023|5326|5333|5445|5906|5907|5937|6007|6261|6337|6374|6697|7065|7066|7179|7895|8454|8556|9112|9352|9797|11217|11756|11757|11758|11759|11760|11762|12434|13253|13290|13494|13802,Case Closed | Case Closed The Movie: The Time Bombed Skyscraper | Case Closed: The Fourteenth Target | Case Closed Movie 3: The Last Wizard of the Century | Case Closed Movie 4: Captured In Her Eyes | Case Closed Movie 5: Countdown to Heaven | Case Closed: The Phantom of Baker Street |  |  |  |  |  |  |  | Legendary Brave Swordsman Yaiba |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | Detective Conan: The Sunflowers of Inferno |  |  | 
212,212,E's Otherwise
213,213|1482|6771|7198|12627|12862|12863|12864,Eureka Seven |  |  | 
214,214|4284,Flame of Recca
215,215,Gankutsuou: The Count of Monte Cristo
216,216|624|1650|2299|7904|8032|8177,Genshiken |  |  | Genshiken 2 | Genshiken Second Season
217,217|457,Girls Bravo | Girls Bravo: Second Season
218,218,The Gokusen
219,219|474,Gravitation | 
220,220,Agatha Christie's Great Detectives Poirot and Marple
221,221|1744,Great Teacher Onizuka | 
222,222|4709|6019|6684|7693|7889|8595|11639|13319,Rave Master | Fairy Tail |  | Fairy Tail Series 2
223,223|605|1735|1736|1737|1738|2896|3546|4947|10393,Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians |  |  |  |  |  |  | 
224,224|600|601|886,Strawberry 100% |  | Ichigo 100% Original DVD Animation
225,225|421|422|423|424|3872|4760|10848,InuYasha | InuYasha the Movie 4: Fire on the Mystic Island | InuYasha the Movie 2: The Castle Beyond the Looking Glass | InuYasha the Movie 3: Swords of an Honorable Ruler | InuYasha the Movie: Affections Touching Across Time | InuYasha: The Final Act
226,226|762|826|5003|6355,Zatch Bell! | Gash Bell The 1st Movie: Unlisted Demon | 
227,227|2714|3485,King From Now On! |  | 
228,228,
229,229|230|231,Haré+Guu | Haré+Guu Deluxe | 
230,229|230|231,Haré+Guu | Haré+Guu Deluxe | 
231,229|230|231,Haré+Guu | Haré+Guu Deluxe | 
232,232,Voices of a Distant Star
233,233|1783|2659|3550|4096|5073|5408|6517|9493,Ikki Tousen | Ikkitousen: Dragon Destiny |  |  |  |  |  | 
234,234,
235,235,
236,236|237|238|5072, |  |  | 
237,236|237|238|5072, |  |  | 
238,236|237|238|5072, |  |  | 
239,239|240|241|4052|6692|8128,Fighting Spirit | Fighting Spirit: Champion Road |  | Fighting Spirit: New Challenger | Fighting Spirit Special
240,239|240|241|4052|6692|8128,Fighting Spirit | Fighting Spirit: Champion Road |  | Fighting Spirit: New Challenger | Fighting Spirit Special
241,239|240|241|4052|6692|8128,Fighting Spirit | Fighting Spirit: Champion Road |  | Fighting Spirit: New Challenger | Fighting Spirit Special
242,242|775|5777,Gunparade March: A New Song for the March
243,243,Gungrave
244,244,Golden Boy
245,245|697|753|1533|2647|3852|5307|12847,Bleach |  | Bleach the Movie: Memories of Nobody | Bleach the Movie: The DiamondDust Rebellion | Bleach the Movie: Hell Verse
246,246|5135,Hellsing
247,247,
248,248,Noir
249,249|3670,Someday's Dreamers | Someday's Dreamers II: Sora
250,250|1993|2892|2893|2974|4339,Kiddy Grade |  |  | Kiddy Girl-AND | 
251,91|251|869|1580|1708,The Cosmopolitan Prayers | Love♥Love? |  |  | 
252,252|253|593|594|3911|4892,Mahoromatic: Automatic Maiden | Mahoromatic ~Something More Beautiful~ |  |  | 
253,252|253|593|594|3911|4892,Mahoromatic: Automatic Maiden | Mahoromatic ~Something More Beautiful~ |  |  | 
254,254,
255,255,Requiem from the Darkness
256,256,Animal Lane
257,125|257|1692|5661,Rumbling Hearts |  |  | 
258,258|1332|1333|1334|1335|1336|1337|1338|1339|1340|1341|10688, |  |  |  | City Hunter: .357 Magnum | City Hunter: Bay City Wars | City Hunter: Million Dollar Conspiracy | City Hunter: The Secret Service | City Hunter: The Motion Picture |  | 
259,259|1511|2336|2342|2365|2366|2411|2878|4159|5583|8969|8970|9188|9284|9291|9294|14137,Anne of Green Gables |  | A Little Princess Sara | A Dog of Flanders | Raccoon Rascal | The Adventures of Tom Sawyer | The Dog of Flanders |  |  | 
260,260,
261,261|1628, | 
262,262|1575, | 
263,263|516|11984|12441, |  | 
264,264|1516|1517|1518|4398|5305|5366|6189|6939|8470,Beyblade | Beyblade G Revolution | Beyblade V-Force | Metal Fight Beyblade |  | Beyblade: Metal Fury | Beyblade: Shogun Steel
265,265|443|651|652|3985,Comic Party | To Heart |  | 
266,266|372|373|374|375|1023|1250,Crest of the Stars | Banner of the Stars | Banner of the Stars II |  |  | Crest of the Stars: Birth | 
267,43|267|2383|3181|3689|4029|5759|7192|7585,D.C.~Da Capo~ | D.C.S.S. ~Da Capo Second Season~ |  | D.C.S.S: Da Capo Second Season Omake | 
268,268,Hoop Days
269,269|1453|1558|1591|1592|1593|1594|1595|1596|1597, |  | Di Gi Charat: Winter Garden | Di Gi Charat Movie: A Trip To The Planet |  |  |  |  |  | 
270,270|271, | Misaki Chronicle: Divergence Eve
271,270|271, | Misaki Chronicle: Divergence Eve
272,272,Dragon Drive
273,273|3604,Grenadier: The Beautiful Warrior | 
274,29|274|275|425|788|1039|1349|1816|2676|2921|3659|5720,.hack//Sign | .hack//Legend Of The Twilight | .hack//Liminality | .hack//Gift | .hack//roots |  |  | .hack//Legend of the Twilight Offline Meeting Special |  | .hack//G.U. Trilogy | .hack//G.U. Trilogy: Parody Mode
275,29|274|275|425|788|1039|1349|1816|2676|2921|3659,.hack//Sign | .hack//Legend Of The Twilight | .hack//Liminality | .hack//Gift | .hack//roots |  |  | .hack//Legend of the Twilight Offline Meeting Special |  | .hack//G.U. Trilogy | .hack//G.U. Trilogy: Parody Mode
276,276|1117,3x3 Eyes | 3x3 Eyes: Legend of the Divine Demon
277,277,
278,278|2401|2402|4971,Future Boy Conan | 
279,31|279|795|908|2011|2812|5848,Ah! My Goddess | Oh! My Goddess: The Adventures of Mini-Goddess | Ah! My Goddess: Flights of Fancy |  | Ah! My Goddess: Flights of Fancy Specials | 
280,30|280,Oh! My Goddess | Ah! My Goddess: The Movie
281,281|3885|6833|8287, | Akai Hayate |  | 
282,282,Magical☆Shopping Arcade Abenobashi
283,283,Adventures On Rainbow Pond
284,284,
285,285,Akahori's Heretical Hour Love Game
286,286,Three Little Ghosts
287,287|289, | Aim for the Ace! (1979)
288,288|290|5424, |  | New Aim for the Ace!
289,287|289, | Aim for the Ace! (1979)
290,288|290|5424, |  | New Aim for the Ace!
291,291,A Chinese Ghost Story
292,292,"F3: Frantic, Frustrated & Female"
293,293|384|2696|4481|4482, | Final Fantasy VII: Last Order |  | 
294,294|1125|2030, | 
295,295,
296,296|2961,Kite | 
297,297,Najica Blitz Tactics
298,298|769,Paradise Kiss | Neighborhood Stories
299,299,Paranoia Agent
300,300|1178|2517|12060,Patlabor: The Mobile Police - The TV Series | Mobile Police Patlabor: The New Files | Mobile Police Patlabor Minimum
301,301,Peach Girl: Super Pop Love Hurricane
302,302,Pet Shop of Horrors
303,303,Petite Princess Yucie
304,304|8870,Piano: The Melody of a Young Girl's Heart
305,305|6356,Planetes
306,306,Midori Days
307,307|308|723,Magical Circle Guru Guru | Magical Circle Guru Guru 2 | Magical Circle Guru Guru Movie
308,307|308|723,Magical Circle Guru Guru | Magical Circle Guru Guru 2 | Magical Circle Guru Guru Movie
309,309,Mama is Just a Fourth Grade Pupil
310,310|487,Marmalade Boy | 
311,311,Mythical Detective Loki Ragnarok
312,312|705, | 
313,313,Psychic Academy
314,314|3340,The Rose of Versailles
315,315,Serial Experiments Lain
316,316,Time of Shura
317,317,Spiral: Bond of Reasoning
318,318,
319,319|2369,Tsukuyomi: Moon Phase | 
320,320,Twin Spica
321,321|1855|2307,Emma: A Victorian Romance | Emma: A Victorian Romance Season Two | Emma: A Victorian Romance - Intermission
322,322|6009,Double Wish
323,323,Wild Arms
324,324,Bottle Fairy
325,325,Magical Kanan
326,326|327|328|329|1245|2692|2693|6795,Magical DoReMi |  | More! Useless Witch Doremi | Useless Witch Doremi Kaboom! |  |  | More! Ojamajo Doremi: Secret of the Frog Stone | 
327,326|327|328|329|1245|2692|2693|6795,Magical DoReMi |  | More! Useless Witch Doremi | Useless Witch Doremi Kaboom! |  |  | More! Ojamajo Doremi: Secret of the Frog Stone | 
328,326|327|328|329|1245|2692|2693|6795,Magical DoReMi |  | More! Useless Witch Doremi | Useless Witch Doremi Kaboom! |  |  | More! Ojamajo Doremi: Secret of the Frog Stone | 
329,326|327|328|329|1245|2692|2693|6795,Magical DoReMi |  | More! Useless Witch Doremi | Useless Witch Doremi Kaboom! |  |  | More! Ojamajo Doremi: Secret of the Frog Stone | 
330,330,Ultimate Girls
331,331|968|1389|1651|2567|2891|3408|4558|4650|4743|4989|6846|7208|7699|9836,Shakugan no Shana: Season I |  |  | Shakugan no Shana: The Movie | Shakugan no Shana: Season II |  |  | Shakugan no Shana S: OVA Series | 
332,332|4824|5064|6066|6614|6928|6950|7193|7986|8020|8303|8654|9267|9355|9453|9609|9656|9866|10819|11097|11700|11702|11703|12261|12374|12556|13536|13777|13854|13969,Fate/stay night | Fate/stay night: Unlimited Blade Works | Fate/Zero: Please! Einzbern Counseling Room | Fate/Kaleid Liner Prisma Illya | Fate/stay night [Unlimited Blade Works] | Fate/stay night: Heaven's Feel - I. Presage Flower | Fate/stay night: Unlimited Blade Works - Prologue | Fate/stay night [Unlimited Blade Works] Season 2 | Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts |  |  | Today's Menu for the Emiya Family
333,333|1950,Bludgeoning Angel Dokuro-chan
334,334,
335,335,I'll/CKBC
336,336,Legend of Himiko
337,337|338, | 
338,337|338, | 
339,339|973, | 
340,340,
341,341,
342,342|1980|3792|4598|5013,Agent AIKa | AIKa R-16: Virgin Mission |  | 
343,82|343,Red Riding Hood Chacha | 
344,344|877|1270|2638|4102|6938, | Bible Black Origins | Bible Black: New Testament | 
345,345|14154,Boogiepop Phantom
346,346|702|703,Burn Up Excess
347,208|347|348|978|2223|11876|12990|14210,Cardcaptor Sakura | Cardcaptor Sakura The Movie | Card Captor Sakura Movie 2: The Sealed Card |  | 
348,208|347|348|978|2223|11876|12990|14210,Cardcaptor Sakura | Cardcaptor Sakura The Movie | Card Captor Sakura Movie 2: The Sealed Card |  | 
349,349,All Purpose Cultural Cat Girl Nuku Nuku
350,350,All Purpose Cultural Cat Girl Nuku Nuku Dash!
351,351|2901,All Purpose Cultural Cat Girl Nuku Nuku TV | 
352,202|352,Elfen Lied | Elfen Lied: In the Passing Rain
353,353|354|1572|6740, |  | 
354,353|354|1572|6740, |  | 
355,355|529,Excel Saga | Puni Puni Poemy
356,102|103|356|357,Mysterious Play | Mysterious Play: Eikoden | Mysterious Play OVA | Mysterious Play OVA 2
357,102|103|356|357,Mysterious Play | Mysterious Play: Eikoden | Mysterious Play OVA | Mysterious Play OVA 2
